e1,e2,e3,e4,e5,e6,x,y,z,roll,pitch,yaw,e1_noisy,e2_noisy,e3_noisy,e4_noisy,e5_noisy,e6_noisy
0.09715875690654441,0.15185893341054868,0.1572441775991067,0.09027706042472827,0.12556559780603005,0.1363835522032153,0.26731433367279517,-0.04161531298561638,0.07274343089944361,0.011311880382233032,-0.014227295132424366,0.012517134613275978,0.09660669006429455,0.15211764501202096,0.15712925339037023,0.09153550791375825,0.12535073095029936,0.13663981622194618
0.16173077976988492,0.13568377648852614,0.14899728139254897,0.1537011603510403,0.13859469619058562,0.15873032237736429,-0.06978817131233955,-0.08131396115674411,0.14279696075854656,-0.0068060857322351015,0.000591807947824267,0.012017291690054789,0.16257953263094757,0.13536766160112332,0.14978239957606504,0.15324335466170033,0.1384420514699454,0.15839301960565444
0.16420839116911823,0.10975658924278076,0.1524085641794336,0.12803361519332668,0.09917188702672297,0.17738200136919735,-0.06489516313867755,-0.299378457620056,0.06997416268683056,0.01024779667495662,-0.010642557685192925,0.005858788673074261,0.16402856032978458,0.10992174289886952,0.1529988278106396,0.1289788446899639,0.09954318950634061,0.17740407081753015
0.09925209787988798,0.1543767665388237,0.14814266931688014,0.11045476925587827,0.14156747560090854,0.12500798542370073,0.20518986788351218,0.06083227842980571,0.09734199166441912,-0.01734209330564529,-0.011255569068803262,-0.005857597914164097,0.09884693102263686,0.15389698189641854,0.14766650183695312,0.11050350899562918,0.14191427888275795,0.12553563090923803
0.06507104147809761,0.10024781216956935,0.12848795763524168,0.04435084773385101,0.06044303346010271,0.10941965203511672,0.24121919743924797,-0.17604157945567522,0.013203112861685715,-0.007812892991764034,0.02089120268429224,0.0028103471808884786,0.06523850170344893,0.09959249364756724,0.12864494835133575,0.0447934197014145,0.059922129993093744,0.10994822903882977
0.06492752298805304,0.01550406861684872,0.012544137943739986,0.06490109012159495,0.04022231884984151,0.03986510218166395,-0.1913618626930964,0.005042501231524554,0.008981816641740036,0.013091325197164124,-0.018234777617993865,-0.020846655864263562,0.06480958879417795,0.01554690744287227,0.012167971446999016,0.06540745620287881,0.03956730669273953,0.03988469184539785
0.0972320671180733,0.056008614101586196,0.09810151580328019,0.06809907304654261,0.04080463635114162,0.11091897456697852,-0.025198463195560128,-0.24923615373695338,0.02875653508554859,-0.009967544848173313,0.010977882961177758,0.01361469956895094,0.09721234724010876,0.05552999530658584,0.09783818713253516,0.06741403806765153,0.04122560398714114,0.11098451558726453
0.10211537997232034,0.029035394921114732,0.038466868302293955,0.09331601572628911,0.05704841869186117,0.07450630486739318,-0.25166466346954974,-0.06000046375784812,0.01116047819099666,0.0035037808769989814,-0.019529436958134503,0.006635152976786298,0.10251694026843346,0.02888848273248918,0.03767738921987173,0.09280145993726421,0.05692047185819538,0.07486091789534607
0.12573468102622443,0.16957139692575274,0.13151395987883308,0.1522822409525333,0.18253529725906836,0.11671792579547169,0.057505669582705254,0.25692735519896187,0.09745124461765915,0.01069057295324288,-0.019967933958130457,0.015816696838338036,0.1257624338432557,0.1688984873211396,0.1324639893369992,0.15309208377168376,0.18123686493651664,0.11701912349615705
0.11015839166883257,0.14164575170098082,0.13883407760545075,0.1194559000308506,0.13705195889227328,0.12308197109788388,0.11208799763969407,0.04673640002997226,0.1187950758573409,-0.014878676316216024,-0.0035043102218632223,0.01984369265991678,0.10984949822587564,0.14134361094723916,0.13896196409900907,0.11943581184624445,0.1379732544999142,0.12303257430548677
0.08203584311335443,0.1453870639360786,0.1554321962059535,0.06596617912128921,0.10584914985155114,0.1339743436413412,0.3287900888165702,-0.09829121837882604,0.023454203521240103,0.0064396849758922015,-0.007991576913854721,-0.025491724642823833,0.08211395012901476,0.144855092575021,0.15516748525147922,0.06684272134414067,0.1071230368529809,0.13393781118488104
0.17937287591208273,0.11406518251921816,0.09960176330363057,0.1957293000433884,0.15876586655188185,0.1290544681606569,-0.36212346078434904,0.113253231282676,0.03845440423031149,-0.011723391391419459,-0.007186924892197008,-0.013637510981893503,0.1791067408989192,0.11425476295976884,0.10033833979925867,0.1957212229973785,0.15909327185115682,0.12948748083777012
0.032097014920810074,0.07729171872563756,0.06597077976474597,0.03781562679238004,0.06543636623533577,0.050777664207237505,0.1455943450371629,0.054489575268646895,0.03557658435817551,0.004163407640003389,-0.01436564098798133,-0.021245824779866092,0.03297173523532957,0.07801322155519241,0.06668612714416182,0.037756543539651126,0.06524857077666864,0.05058600374831158
0.14086372318168228,0.10309391072895435,0.06943046352225968,0.1711199997390277,0.14607528476594,0.08447316284065609,-0.30398011256638424,0.22888474665718056,0.005475504576080339,-0.006914539770157643,0.0013536136191145355,-0.025864710048418706,0.14171061691668754,0.10242536909547409,0.06920113875872273,0.17163256736994045,0.14633928478670252,0.0849201716356089
0.11492982831063381,0.038016883381313815,0.05869128397182366,0.09886213301009517,0.053512535885974155,0.09103703399021867,-0.23974796929485928,-0.12928016733916087,0.016114146445476957,0.007035494855704092,0.013511878111647604,-0.006232471391409047,0.11487402645235459,0.03772366408041357,0.057822308005107244,0.09828602085683548,0.05338821850865449,0.09081905368898258
0.18839387163022137,0.1968084573971134,0.18461303990577438,0.19182649503964622,0.19865306893611456,0.18210396395106698,0.0029077968956529032,0.07053219795643323,0.18868548104259886,0.01522297033507076,0.0012700621324061717,0.009773801660646333,0.18834668030407478,0.1962087222602368,0.1842808943975315,0.19199707364588692,0.19983406649997942,0.18283030483261006
0.1503470579352144,0.16259035791821552,0.13303484252279651,0.16777189677577808,0.17331620874581932,0.12873853716712957,-0.05227199579652353,0.1806782155805045,0.12898553472767177,0.01611091548697116,0.0011213478542363938,-0.02495102528545388,0.14909812307028028,0.16215445873758857,0.13309800183641265,0.1688622215013085,0.17347956613874801,0.12971934203987545
0.13695423130198958,0.14499742938857718,0.17889365136052282,0.11345760407176364,0.11855745654618699,0.17521824375996053,0.1661301142303822,-0.22372693767992755,0.08929030465828537,-0.009391966665172384,-0.009279969981000736,0.007333628259453552,0.1378417350705629,0.14449810853644152,0.17869000117613634,0.11327974616798074,0.11803684448752004,0.1757468118374393
0.03712628719772815,0.0229067781326443,0.041130000268665756,0.027370674357899638,0.016396869915062173,0.04390289493169808,-0.0024730343304423807,-0.09225579098939163,0.024415675179898677,-0.011438418703092137,0.009050217983363234,0.004798394726502287,0.037547981705935755,0.022546819644389534,0.04121374016873222,0.02713181486008039,0.016775740178617427,0.04350880592494738
0.10765514375659302,0.1469025644376034,0.12185923956903577,0.1320272385920227,0.15477682329417342,0.10387097543494517,0.06532979635050512,0.18869721747593865,0.09972517789728702,-0.01061113091435814,-0.00439346169166168,0.016068050881416215,0.10664518640697666,0.14673004651764404,0.12183527969014363,0.13202575350867418,0.1541912743836089,0.10349026874616048
0.14805369002585989,0.10595060516349586,0.08192738032514668,0.16337620127245622,0.14356762256107758,0.10258290666838377,-0.2670298942062902,0.15266418818658573,0.05337617500332727,-0.003336536320624154,-0.005137321745842505,0.018734683406709682,0.14801353279033164,0.10513414963130353,0.08167557856296176,0.1631665724842381,0.14373151502731274,0.10232392863367294
0.16486149807996364,0.12174254039906007,0.10049665103894301,0.18264361589004396,0.1554094750306927,0.11792499860829153,-0.2822870015696112,0.14450844544248426,0.0669378798187836,7.843777715220834e-05,0.00971280393966031,-0.016943036439013986,0.16582210770875586,0.1219363564605773,0.10108973683328765,0.18281263967725636,0.15609860755270938,0.11712425978849583
0.05766177612373902,0.024446992229584574,0.013156034964460828,0.07014250970781666,0.04730708556794161,0.025739210998355855,-0.17515885507503237,0.07165823141888511,0.009773921937101264,-0.00509318266000565,0.01038840523005298,-0.020717397154114418,0.05843261154714361,0.024387840942076463,0.012652620976465676,0.07021643398529263,0.046659411732508815,0.02599638102345903
0.03520438629161038,0.037496515629941496,0.04204634774565874,0.03125329212804062,0.036918939117065674,0.04418370575981034,0.02832753793881254,-0.02524487861367003,0.03680715255196034,0.0014353652215025575,-0.01950132876919115,0.010149093500235906,0.035689832912255914,0.037868179307532515,0.04188314510165642,0.03073609032476381,0.036547791350593405,0.04458491997972905
0.1198134048594538,0.14492735061758144,0.08998069379924767,0.1605415358186033,0.17314303417983967,0.07889193645654347,-0.09885123280632424,0.358445599865912,0.0215561499691871,0.004360106839938991,-0.007649375791925812,-0.01537741782710142,0.12049551354026217,0.14458867586398494,0.09048125477962762,0.16120522627366546,0.17320921461077388,0.07819476088116223
0.14194794078973072,0.14336794329196845,0.17998461502951857,0.11060318240013722,0.10883782206514481,0.17807302698881122,0.15606407397275074,-0.26588842486661257,0.07495499849637878,0.0019602910506652015,0.018029944329172612,-0.010964215373919553,0.1410458672337674,0.14298161173519175,0.18004932305251503,0.1103062985301085,0.10958590058366134,0.17769514651564547
0.1557679095360257,0.12623672557948296,0.12818380150128494,0.15159715709388366,0.13271945008123243,0.13748367272744078,-0.12221010688637274,-0.018631130029682197,0.1289485414021504,0.004090306230436653,0.01980160312254541,0.014224757810677273,0.15730701373354808,0.12659531493385962,0.12843533208099508,0.15137738118266994,0.1327652819825544,0.13816123415574966
0.03584908733838632,0.09105276468661916,0.05527598188948646,0.06736541682977604,0.09242722396463277,0.026657922810783496,0.08200568776029576,0.22566966088725932,0.01439751889199426,-0.009387140188693943,0.014275368336522884,-0.01672382934958423,0.03621290306310385,0.09126246973991216,0.055208914644671425,0.06728537459440893,0.09235879758330053,0.02694799292346857
0.1966943958949523,0.15497529847764457,0.16989899615864468,0.18765118081788112,0.16683471923505788,0.18870861012972884,-0.13659612165613244,-0.09276330807792654,0.16046282220831568,-0.009484121447892237,-0.014777134282476258,0.020509169268402225,0.19700922566930368,0.15409790617672806,0.16948090152658213,0.18894237388822036,0.1661305296607581,0.18856858425273765
0.06549331799395719,0.0855089454033987,0.05404191961738092,0.09392271615303094,0.10552405820706556,0.046573643486838345,-0.037587348772305684,0.2054906219924441,0.0409714755741885,-0.011494075189977904,-0.015662268030485815,-0.007355804779262066,0.06519996876250311,0.0864375832065242,0.054346157599427965,0.09420881368907698,0.10595285134663532,0.04607386715282179
0.1013331886574721,0.13447944396210487,0.14057008751998568,0.09885185055798107,0.11484631373459309,0.12119449054348586,0.15793778727528612,-0.027992218930815826,0.1005772992103109,-0.0018582630931686557,0.017169576658458276,0.0225297968125895,0.10217390455294223,0.13418794650735497,0.1408469299497414,0.09886312824528293,0.11451254878007322,0.12131333219217257
