e1,e2,e3,e4,e5,e6,x,y,z,roll,pitch,yaw
0.06094457745196258,0.11556531545568582,0.1759499406044176,0.1506907691614081,0.013161579788961042,0.058805269678699035,0.03802750774772839,-0.12360707723356887,0.07267720671716137,0.2747152472706156,0.826828504278286,-0.9938097396960132
0.08998479384357316,0.087215482924485,0.05776020871614973,0.07379644046209888,0.08186530523291269,0.14098808572148958,-0.0010609462766939526,-0.10807422852879826,0.07284008946439263,0.00028788420903214096,-0.10180765434297064,-0.7539171475560283
0.06301183293187096,0.15270361071471028,0.14441279994123446,0.1626731867122334,0.06370071482219208,0.03276442693088277,0.05522284679078665,0.1603268311758744,0.07252985953323698,0.0579761835414343,0.30610125157273266,-0.9182211018456187
0.0655318761630721,0.04653795725185739,0.10833825528333507,0.03728898945674952,0.12599703402787232,0.12083468295297684,0.1721301219949545,-0.07468197443695378,0.030215043534922943,0.7571997916675655,0.03605233403101255,1.4453479945599046
0.058603206108128525,0.12075102663324966,0.1892675080858197,0.15671693487901794,0.05909689714102395,0.11650885968984581,0.1346351552744773,-0.1520207953759826,0.06934618618262368,0.05975233431279592,0.8276009603644261,-1.1797824807934378
0.10415465575641258,0.0932725613515718,0.19504897517059394,0.15985205010767944,0.06351405904900254,0.03831948107583849,-0.015571117630597852,-0.06794632684404982,0.09670545504720095,-0.6311442934100164,-0.08221550753048561,0.8449302643869241
0.1340346891678046,0.17753856038459936,0.08716511402459293,0.0088551109339563,0.08472083348172188,0.06343356607435369,0.2303336372714139,0.08789518742151729,0.03958824739504595,0.6039756406153287,0.5319401580478379,0.3557809438773636
0.08170105272233519,0.06849204559007271,0.16648183799121874,0.17674960508406878,0.13475889593588852,0.041229995359762794,-0.06729682225640239,0.13301628994339132,0.07566720167667097,-0.564666132559345,-0.2822645848101493,1.232569482045412
0.09239513015885203,0.022257736239207793,0.14142326078743417,0.1270400750437406,0.06773166633163308,0.07014077034145272,-0.12429866918547859,-0.21931546783718242,0.014617022984793119,-0.367419742747896,-0.9191246720300759,1.0465026968276776
0.14176168264451006,0.1761844715538955,0.17264770796216466,0.1462812883320761,0.07796247272541046,0.12489450987990369,0.06475259514489522,-0.10401910161766188,0.12595981513087057,0.15665105154635506,0.3585341713032231,-0.6045905370449958
0.13348432349281514,0.17350604322733487,0.06345702186547353,0.019111881578414258,0.05066478014748088,0.1457099277994075,0.17387733085219326,-0.1190616986959698,0.04770500324652178,0.09028397690177159,-0.16663399656177189,-1.1742142597008778
0.12370573389717265,0.16631535413674747,0.18280436994406735,0.18933632857960903,0.16179089085580212,0.05524369620160463,0.007929094846281215,0.29571679190708045,0.07791828377277522,-0.4487478991374747,0.3759597182046049,0.6849737002176206
0.09492801895204439,0.0500000188333396,0.19414674761189454,0.20048580219834033,0.1547487052513139,0.19126451813833578,-0.019512421986524753,-0.28999853480222315,0.0823979499404402,-0.9980445653082166,-0.23428911001681269,-0.18559750650067786
0.12251980221026026,0.11281834872456364,0.1400109936205194,0.19993807589186852,0.137062523071093,0.12950923991187002,-0.16965857463260917,0.03556014339343967,0.11725015675001159,-0.09813406146021753,0.1095732008509075,-0.46869107426135415
0.02138480580624358,0.06947699316913758,0.035107540417773975,0.0024882439590858674,0.16066546262842007,0.14224590222799993,0.20162334222162936,0.13887546553123328,0.013813892644390688,0.9834785140857245,-1.1718609117106407,0.7499082507193667
0.13608581604892922,0.08476765700650146,0.05049917896894518,0.00923770593993889,0.03810331467752892,0.12322974327610181,-0.01233372920586735,-0.22969045287287607,0.0316272692239386,0.4014518961118614,-0.05880664872044212,0.07460499686032229
0.1051587134052665,0.1363930461700763,0.1777004159496791,0.11648728233965966,0.04079223760871964,0.10829837044925161,0.12738284377826045,-0.2140970585746043,0.06581044213699513,-0.047726922086824164,0.48645171201558557,-0.3094754697691503
0.1475913366717706,0.11899029174618203,0.14026262476160323,0.13339271432943267,0.08551828459669752,0.15056093295938633,-0.06672928015669535,-0.20794529248941468,0.09418654032711948,0.0659204312423547,0.1683127750372054,-0.28917371058061403
0.19673575527114506,0.1930680086457155,0.20081695065994076,0.18032628052321975,0.0754120048421405,0.07110950470819244,-0.12129192718693337,-0.0050334565158223436,0.1411092229891304,-0.35188565531084937,0.6861056424202395,0.47789382915582934
0.19556555853607127,0.1664746492479675,0.022632534340351618,0.07366297721416049,0.19294349703545866,0.1283685265251171,-0.08570583772247521,0.27507190534480025,0.05972831799630458,0.7629028939752678,0.5997231214193803,0.4725720336032888
0.13605443149033936,0.07831388254850657,0.1444515606146296,0.1414139124602266,0.00012420347958053135,0.06305296966948493,-0.23686911558698412,-0.21796406790397863,0.0076299431128755285,-0.383708318189683,0.7461515802445526,0.2086612197155706
0.07785649021671537,0.07056699482297046,0.06781853694104178,0.18540252569979798,0.14939945162835755,0.09701535929835159,-0.2475420733833371,0.2142848429603038,0.018881590133496422,-0.1538924611824779,-0.223568534275042,-0.6415965852289104
0.18182830695912744,0.1105961958624544,0.177944950454219,0.10383899117472328,0.12202269613531758,0.17968776868546088,-0.006065248932542744,-0.324222127297823,0.04809682861522263,0.41675404606048283,-0.43403130094881864,1.3559016624311409
0.12799483788146793,0.20169305858045128,0.13510188788425814,0.0842469171376683,0.04299411615285842,0.08502175967176329,0.19185684481634907,-0.012941802252696422,0.07966374244110529,0.29501315339845813,0.21508566975656132,-0.7671302176056185
0.003947178811041452,0.06659786895069186,0.14310288838529128,0.1926512327344453,0.17170217481466477,0.14506224036270088,0.11340653927227327,0.08598345232482184,0.07907451803583972,-0.7561614222316952,0.7053706120860412,-1.383790202245116
0.10544811058918213,0.010198171720130378,0.08849711853472364,0.14560379619150843,0.13843945445931438,0.0810287281404064,-0.263448489863551,0.033554671107019256,0.019137416470605857,-0.43735334007700266,-0.5502807077793057,1.108099446802227
0.06579347883392228,0.14611282591080998,0.05881392079640091,0.040397287912017465,0.19047954046427573,0.15466151865420708,0.23531700696701002,0.23206107853134642,0.015030853350258373,-0.2377186436122023,-1.1750738864119303,-0.49762683621708503
